text,main_emotion,sub_emotion,situation,source
오랜만에 마음 편하게 웃을 수 있는 하루였다. 작은 성취였지만 스스로가 꽤 자랑스러웠다. 오늘의 기분을 오래 기억하고 싶다.,안정,합성,다이어리,synthetic_diary_train
오늘은 나는 어렸을 때 소아마비가 와서 제대로 된 일도 못 해. 부모님께 짐만 되는 것 같아. 앞으로 뭘 해야 할지도 모르겠고 마음만 답답해. 내가 잘하는 게 있을까? 어렸을 때부터 혼자 있는 시간이 많아 글 쓰는 걸 좋아하곤 했어. 괜히 신경 쓰이고 민망한 기분이 남았다.,불안,죄책감의,대인관계,aihub_diary_style_train
해야 할 일은 많은데 몸과 마음이 따라주지 않았다. 계속되는 일 때문에 지치고 에너지가 바닥난 느낌이었다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
"임신하고 나서 오늘 드디어 북클럽 모임이 있었어! 내가 좋아하는 작가의 책을 가지고 갔는데, 다른 사람들과 이야기를 나누니 정말 두근거리는 설렘이 느껴졌어. 처음엔 긴장도 됐지만, 다들 책에 대한 견해가 달라서 흥미진진했어. 다음 모임이 벌써 기다려지네! 😊",설렘,"['두근거리는', '긴장되는']",독서,hf_kor_diary_emotion_v2_train
"오늘 건강와 관련해서 이런 생각이 들었다. 요즘 혈압이 높아져서 아내의 잔소리가 많아졌어. 신경을 쓰고는 있지만 안 되는 것을 어떻게 해! 고혈압 초기라고 하는데 내 나이 또래의 사람들은 대부분 비슷해. 그러려니 하고 느긋하게 사는 거지. 운동과 식단 조절을 하고 있어. 그런데 일하다 보면 운동을 규칙적으로 하기도 힘들고 사회생활 하다 보면 술도 마시고 음식 가려서 먹기도 쉽지는 않네. 덕분에 하루가 밝게 느껴졌고, 이 기분을 오래 기억하고 싶다.",안정,느긋,건강,aihub_diary_style_train
하루를 정리해보면 은퇴 이후에도 닥치는 대로 일했는데 재정 상황이 좋아지지 않아. 너무 좌절감이 들어. 이제는 스스로에게 화가 날 정도야. 능력도 없이 늙기만 해서 돈도 잘 못 버니까. 일자리 센터에 방문해서 조금 더 수입이 괜찮은 일을 알아보는 것이 좋겠어. 생각할수록 화가 올라와서 마음이 쉽게 가라앉지 않았다.,화남,좌절한,재정,aihub_diary_style_train
하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 잘 씻지도 않는 오빠 방에 들어갈 때마다 냄새가 너무 심해서 구역질이 날 것 같아. 오빠 방에서 나는 냄새가 집안을 덮치는 느낌이야. 오빠에게 진지하게 말해 봐야지. 내가 왜 이런 기분을 참아야 하는지 답답했다.,화남,구역질 나는,가족관계,aihub_diary_style_train
내 노력이 인정받은 것 같아 마음이 밝아졌다. 오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
오늘은 친정 조카 때문에 마음이 쓰여. 건달인 조카가 다른 사람들과 달리 유독 나에게만 다정다감하게 대해 주거든. 그게 진심이 아니라는 거지. 아마 내가 잘살기 때문에 뭐라도 건질 게 있을까 기웃거리는 것 같아서 역겨워. 내가 왜 이런 기분을 참아야 하는지 답답했다.,화남,구역질 나는,재정,aihub_diary_style_train
처음엔 설렜지만 일정이 너무 많아서 결국 에너지가 바닥났다.,피로,감정전환,다이어리,synthetic_transition_train
"오늘 친구가 나에게 칭찬을 해줬어. 내가 힘들게 준비한 발표를 잘했다고 고마운 말도 해주고, 나를 동경한다고 하더라고. 그런 말을 들으니 뿌듯한 기분이 들었어. 정말 감동받아서 그 순간이 잊혀지지 않을 것 같아. 이렇게 작은 행복이 쌓여서 더 큰 기쁨이 되는 것 같아.",행복,"['고마운', '뿌듯한', '감동받은']",칭찬,hf_kor_diary_emotion_v2_train
하루를 정리해보면 내 친구들은 돈 문제로 힘들어하지 않는데 나만 힘든가 봐. 나 자신도 돈을 많이 못 번다고 생각해. 이런 생각을 하는 내가 안쓰러워. 가족들에게 위로받고 싶어. 오늘은 유난히 혼자라는 생각이 많이 들었다.,우울,낙담한,대인관계,aihub_diary_style_train
"오늘은 집안 청소를 좀 했어. 바닥을 닦으면서 그런 생각이 들더라, 이렇게 평범한 활동도 나쁘지 않은 것 같아. 그냥 그런 일상이지만, 이렇게 깨끗해진 공간을 보면서 만족스럽기도 했고. 가끔은 소소한 것들이 더 소중하게 느껴지는 것 같아.",중립,"['나쁘지 않은', '그저 그런', '만족스러운']",가벼운 활동,hf_kor_diary_emotion_train
예상 밖 일이 있어서 당황했지만 천천히 해결하고 나니 안도감이 들었다.,안정,감정전환,다이어리,synthetic_transition_train
"오늘 있었던 일을 떠올리면 아침에는 기분이 괜찮았는데, 근데 일을 계속하다 보니 너무 피로했다.",피로,감정전환,다이어리,synthetic_transition_train
잠을 자도 피곤이 풀리지 않아 무기력했다. 하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 오늘은 무리하지 않고 쉬어야겠다.,피로,합성,다이어리,synthetic_project_label_train
오늘은 특별한 일 없이 평소처럼 시간이 지나갔다. 해야 할 일을 정리하고 조용히 하루를 마무리했다. 그냥 평범한 하루였다고 느꼈다.,중립,합성,다이어리,synthetic_project_label_train
내일 만날 생각을 하니 괜히 설레고 기분이 들떴다. 좋은 변화가 생길 것 같아서 하루 종일 마음이 들떴다. 기대되는 마음을 잘 간직하고 싶다.,설렘,합성,다이어리,synthetic_project_label_train
하루를 정리해보면 아유! 불쌍해. 고생을 많이 한 아는 사람이 갑자기 몸이 아파서 병원에 갔더니 치료비가 많이 나오는 큰 병이라는군. 그러다 치료비를 마련하지 못해 수술을 미루다 죽었다는군. 오늘은 유난히 혼자라는 생각이 많이 들었다.,우울,비통한,재정,aihub_diary_style_train
오늘 대인관계와 관련해서 이런 생각이 들었다. 친구가 대리출석 해준댔는데 갑자기 이 친구도 지각이래. 당황스러워. 진작 말했으면 다른 친구한테 부탁했을 텐데. 이미 늦은 거 같아. 오늘은 늦어서 출석할 수 있는 방법이 없는 거 같아. 생각할수록 화가 올라와서 마음이 쉽게 가라앉지 않았다.,화남,안달하는,대인관계,aihub_diary_style_train
처음 해보는 도전이라 긴장되지만 기대가 더 컸다. 좋은 변화가 생길 것 같아서 하루 종일 마음이 들떴다. 기대되는 마음을 잘 간직하고 싶다.,설렘,합성,다이어리,synthetic_project_label_train
오늘 아기 생각을 하면서 오늘은 구독자 수가 또 늘었다는 소식에 너무 설렜어! 🎉 사실 요즘 글쓰기 하면서 간질간질한 기분이 계속 드는 이유가 이거였구나. 사람들과 내 이야기를 나눌 수 있어서 텐션이 높아지는 기분이야. 앞으로도 더 좋은 글을 쓰고 싶어! 😊,설렘,"['간질간질한', '텐션 높은']",글쓰기,hf_kor_diary_emotion_train
별문제 없을 거라고 생각하려 해도 마음이 초조했다. 실수할까 봐 계속 긴장되고 마음이 불편했다. 일단 할 수 있는 것부터 정리해야겠다.,불안,합성,다이어리,synthetic_diary_train
"배 속 아기를 떠올리니 오늘은 일요일 밤이라 조금은 쓸쓸한 기분이 드네요. 하지만 오히려 이런 평범한 일상이 소중하다는 걸 느낀 하루였어. 다음 주를 준비하면서 각오도 다지는 중인데, 안정감이 드는 이 순간이 너무 좋다. 소소한 일상이 주는 행복을 잊지 말아야겠다.",중립,"['소소한', '평범한', '안정감이 드는']",일요일 밤,hf_kor_diary_emotion_train
"오늘은 그냥 평범한 하루였어. 아침에 일어나서 간단하게 씻고, 편의점에 가서 간식을 사왔지. 카드로 결제했는데, 별 일 없이 무난하게 끝났어. 이렇게 만족스러운 하루가 계속되면 좋겠어. 😊",중립,"['별 일 없는', '만족스러운', '무난한']",편의점,hf_kor_diary_emotion_train
믿었던 사람이 나를 가볍게 대하는 것 같아 서운했다. 내 마음은 전혀 고려되지 않은 것 같아서 상처가 됐다. 괜찮다고 말했지만 사실은 괜찮지 않았다.,우울,합성,다이어리,synthetic_diary_train
좋은 소식을 듣고 하루 종일 웃음이 났다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
하루를 정리해보면 아빠가 나를 부르더니 아무런 말씀도 없이 회초리를 꺼내셔서 불안했어. 내가 뭔가 크게 실수한 것 같은데 아빠가 아무런 말씀도 안 하시니까 마음이 초조해. 아빠한테 가서 내가 뭔가 잘못한 게 있는지 여쭤봐야겠어. 머릿속이 복잡해서 편하게 쉬기 어려웠다.,불안,초조한,가족관계,aihub_diary_style_train
오늘 있었던 일을 떠올리면 갓 취업해서 모르는 게 많은데 상사들은 알려주지 않고 뭐라 해서 화가나. 상사라 뭐라고 할 수도 없고 너무 답답해. 이제부터 혼나면 상사한테 알려달라고 얘기해야겠어. 별일 아닌 척하려 했지만 계속 짜증이 남았다.,화남,화남,"진로,취업,직장",aihub_diary_style_train
하루를 정리하면 오전에는 걱정이 많았지만 집에 와서 쉬니까 차분하고 편안해졌다.,안정,감정전환,다이어리,synthetic_transition_train
오늘은 어렸을 때부터 친했던 단짝이 사실 나랑 동갑이 아니라는 걸 오늘 알았어. 너무 당황스럽다. 힘들 때나 기쁠 때나 항상 옆에서 감정을 공유할 수 있는 사람이라고 생각해. 그런 점에서 단짝 친구는 좋은 친구야. 예상하지 못한 일이라 하루 종일 마음이 어수선했다.,불안,불안,대인관계,aihub_diary_style_train
오늘은 동생이 건강에 좋다고 해서 갖다 준 버섯을 먹었는데 정확한 이름을 몰라서 불안해. 아무런 설명 없이 그냥 줬어. 이미 먹었는데 어떻게 해야 할지 모르겠어. 동생한테 전화를 해서 버섯의 정체를 자세히 물어봐야겠어. 괜찮을 거라고 생각하려 해도 걱정이 쉽게 사라지지 않았다.,불안,불안,"건강,죽음",aihub_diary_style_train
해야 할 일은 많은데 몸과 마음이 따라주지 않았다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
임신하고 나서 오늘은 드디어 상처가 거의 아물었어! 처음엔 아프고 불안했는데 점점 회복되니까 속이 시원한 기분이야. 이런 작은 변화에도 정말 행복하고 감동받았어. 이제는 운동도 다시 시작할 수 있을 것 같아서 신난다! 😊,행복,"['속시원한', '행복한', '감동받은']",건강 회복,hf_kor_diary_emotion_v2_train
사소한 말 하나에도 짜증이 올라와서 참기 어려웠다. 상대의 태도가 너무 무례해서 하루 종일 신경질이 났다. 생각할수록 마음이 거칠어져서 정리가 필요했다.,화남,합성,다이어리,synthetic_diary_train
오늘은 노인 골프 동호회에 나가고 싶었는데 돈이 없어서 결국 못 갔어. 옆집 할머니랑 골프를 같이 해 볼까 했는데 비용이 만만치 않더라고. 나한테 너무 비싸서 할 수가 없어. 앞집 김 씨랑 고스톱이나 쳐야겠다. 순간 어떻게 반응해야 할지 몰라 머리가 하얘졌다.,불안,외로운,재정,aihub_diary_style_train
하루를 정리하면 잠깐 짜증이 났지만 이후에는 특별한 감정 없이 하루를 마무리했다.,중립,감정전환,다이어리,synthetic_transition_train
"오늘은 친구들이랑 맛집 탐방을 갔어! 😊 인터넷에서 추천받은 곳인데, 입구부터 간질간질한 기분이 들더라구. 들어가서 주문한 음식들이 하나씩 나오는데, 정말 신나는 순간이었어. 다 너무 맛있어서 흥미로운 경험이었고, 다음에도 꼭 다시 가고 싶어! 😋",설렘,"['간질간질한', '흥미로운', '신나는']",맛집 탐방,hf_kor_diary_emotion_train
하루를 정리해보면 너무 걱정돼. 내일 학교에 부모님 두 분 초청 행사가 있는데 난 아버지가 없어. 우리 어머니는 한 번도 우리 아버지가 누구인지 말을 해 주지 않으셨어. 어머니가 집에 들어오시면 내일 부모님 초청 행사에 대해 말씀드리고 상황을 지켜볼래. 그 말과 상황이 계속 떠올라 마음이 쓰렸다.,우울,우울,가족관계,aihub_diary_style_train
"오늘 있었던 일을 떠올리면 내일이 결혼식이라니 흥분된다. 응. 빨리 자야 하는데 잠이 안 와서 큰일이야. 내일부터는 공식적으로 내 아내가 생기니까. 너무 설레고 흥분돼. 덕분에 하루가 밝게 느껴졌고, 이 기분을 오래 기억하고 싶다.",설렘,흥분,"연애,결혼,출산",aihub_diary_style_train
작은 성취였지만 스스로가 자랑스러웠다. 오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
상대의 태도가 너무 무례해서 하루 종일 신경질이 났다. 계속 억울한 생각이 들어서 마음이 가라앉지 않았다. 생각할수록 마음이 거칠어져서 정리가 필요했다.,화남,합성,다이어리,synthetic_diary_train
일정을 확인하고 필요한 일만 처리했다. 큰 감정 변화 없이 무난한 하루를 보냈다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
오늘은 공원 근처에 있는 맛집에서 친구들과 식사를 했어. 정말 맛있게 먹고 나니 배가 부르고 기분이 좋았어. 이렇게 소소한 행복을 느낄 수 있어서 만족스러워. 가끔은 이런 평범한 일상이 제일 큰 행복인 것 같아.,중립,['만족스러운'],식사 후,hf_kor_diary_emotion_train
하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 오늘은 무리하지 않고 쉬어야겠다.,피로,합성,다이어리,synthetic_project_label_train
내일 만날 생각을 하니 괜히 설레고 기분이 들떴다. 좋은 변화가 생길 것 같아서 하루 종일 마음이 들떴다. 좋은 방향으로 이어졌으면 좋겠다.,설렘,합성,다이어리,synthetic_project_label_train
하루를 정리해보면 난 비밀을 내 친구에게 서슴없이 털어놓을 수 있어서 기뻐. 무거운 얘기도 털어놓을 수 있는 믿음 가는 친구야. 응. 나도 그 친구에게 언제든 기댈 수 있는 사람이 될 거야. 작은 일인데도 마음이 많이 가벼워졌다.,안정,신뢰하는,대인관계,aihub_diary_style_train
처음 해보는 도전이라 긴장되지만 기대가 더 컸다. 새로운 일을 앞두고 기대감 때문에 마음이 두근거렸다. 기대되는 마음을 잘 간직하고 싶다.,설렘,합성,다이어리,synthetic_project_label_train
오늘은 병원에서 성인병 예방으로 체중을 줄이라고 해서 운동을 하고 있는데 살이 잘 안 빠지네. 운동은 하는데 나잇살이라서 잘 안 빠지는 것 같아. 안 빠지니까 속상하고 실망스러워. 오늘은 유난히 혼자라는 생각이 많이 들었다.,우울,실망한,건강,aihub_diary_style_train
하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 계속되는 일 때문에 지치고 에너지가 바닥난 느낌이었다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
실수할까 봐 계속 긴장되고 마음이 불편했다. 차분해지려고 해도 걱정이 쉽게 줄지 않았다.,불안,합성,다이어리,synthetic_diary_train
오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 좋은 소식을 듣고 하루 종일 웃음이 났다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
하루를 정리하면 기분이 조금 오락가락했지만 결국 큰 감정 변화 없이 지나갔다.,중립,감정전환,다이어리,synthetic_transition_train
오늘은 내가 평판 관리를 하지 않았는데 이제 보니 좀 후회되네. 나도 모르게 난 일도 적당히 하고 무시해도 되는 듯이 소문이 나서 슬퍼. 이제부터는 나도 좀 관리를 해야 할 것 같아. 먼저 부하직원들에게 인정받고 싶어. 오늘은 유난히 혼자라는 생각이 많이 들었다.,우울,후회되는,"직장, 업무 스트레스",aihub_diary_style_train
처음엔 실망스러웠지만 맛있는 걸 먹고 가족을 보니 기분이 좋아졌다.,행복,감정전환,다이어리,synthetic_transition_train
오늘 있었던 일을 떠올리면 친구와 있을 때는 웃었지만 헤어지고 나니 마음이 가라앉았다.,우울,감정전환,다이어리,synthetic_transition_train
하루를 정리해보면 교통사고로 아들을 잃은 친구의 전화를 받았어. 아들이 세상을 떠났다는 소식을 들을 떄 쓰러져 친구도 몸이 불편한 상태야. 하나 뿐인 아들을 잃고 엄마 노릇을 못한다고 생각하니 불행하데. 괜찮은 척했지만 계속 가라앉는 느낌이었다.,우울,비통한,재정,aihub_diary_style_train
오늘은 이것 정말 큰일 났네. 어찌해야 하나. 며칠 전에 누가 놀고 가라고 해서 따라갔다가 약을 하나 샀는데 금액이 보통이 아니야. 자식들에게 말할 수도 없고. 순간 어떻게 반응해야 할지 몰라 머리가 하얘졌다.,불안,죄책감의,재정,aihub_diary_style_train
대수롭지 않은 척했지만 그 말이 계속 마음에 남았다. 나만 관계를 소중하게 여기는 것 같아 마음이 아팠다. 내 마음을 조금 더 지켜야겠다는 생각이 들었다.,우울,합성,다이어리,synthetic_diary_train
좋은 변화가 생길 것 같아서 하루 종일 마음이 들떴다. 내일 만날 생각을 하니 괜히 설레고 기분이 들떴다. 좋은 방향으로 이어졌으면 좋겠다.,설렘,합성,다이어리,synthetic_project_label_train
오늘은 생각보다 일이 잘 풀려서 기분이 좋았다. 좋은 소식을 듣고 하루 종일 웃음이 났다. 이 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_project_label_train
새로운 일을 앞두고 기대감 때문에 마음이 두근거렸다. 좋은 변화가 생길 것 같아서 하루 종일 마음이 들떴다. 좋은 방향으로 이어졌으면 좋겠다.,설렘,합성,다이어리,synthetic_project_label_train
오늘 재정와 관련해서 이런 생각이 들었다. 며느리랑 백화점에 갔다 왔어. 며느리가 명품 가방도 사주더라고. 너무 좋아서 친구들에게 자랑하려고. 오늘을 떠올리면 웃음이 먼저 난다.,설렘,흥분,재정,aihub_diary_style_train
하루를 정리하면 오전에는 차분했는데 결과를 기다리다 보니 점점 초조해졌다.,불안,감정전환,다이어리,synthetic_transition_train
오늘 재정와 관련해서 이런 생각이 들었다. 이제 노후준비를 해야 하는데 경제적으로 어려워 준비가 미비한 내가 너무 싫어. 왜 미리 경제적으로도 준비를 안 해놨는지 나 자신을 탓하게 돼. 주변 사람에게도 고민을 털어놓고 상담을 해봐야겠어. 내가 왜 이런 기분을 참아야 하는지 답답했다.,화남,구역질 나는,재정,aihub_diary_style_train
해야 할 일이 많은데 어디서부터 시작해야 할지 막막했다. 별문제 없을 거라고 생각하려 해도 마음이 초조했다. 일단 할 수 있는 것부터 정리해야겠다.,불안,합성,다이어리,synthetic_diary_train
일정을 확인하고 필요한 일만 처리했다. 오늘은 특별한 일 없이 평소처럼 시간이 지나갔다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
오늘 대인관계와 관련해서 이런 생각이 들었다. 학교 다닐 때 친했던 선배에게 돈을 빌려줬는데 결국 못 받았어. 믿었는데 배신을 당한 것 같아 충격적이야. 몇 번 연락했는데 선배가 전화를 받지 않아. 오늘은 집에 찾아가 보려고 해. 겉으로는 넘겼지만 속으로는 꽤 상처가 됐다.,우울,충격 받은,대인관계,aihub_diary_style_train
내가 너무 부족하고 한심하게 느껴져서 속상했다. 내일은 조금이라도 나아졌으면 좋겠다.,우울,합성,다이어리,synthetic_diary_train
작은 성취였지만 스스로가 꽤 자랑스러웠다. 오늘의 기분을 오래 기억하고 싶다.,행복,합성,다이어리,synthetic_diary_train
오랜만에 마음이 편안하고 차분했다. 조용히 산책하고 나니 마음이 안정됐다. 차분하게 마무리할 수 있어서 다행이다.,안정,합성,다이어리,synthetic_project_label_train
"출산을 준비하면서 오늘은 정말 지루한 하루였어. 아무것도 할 게 없고, 집에 혼자 있으니 소외감이 느껴지더라. 이런 상황이 계속되니까 초조함도 커져. 친구들도 바쁘고 연락이 잘 안 돼서 더욱 우울해지는 것 같아. 빨리 이 기분이 나아지면 좋겠어.",화남,"['지루한', '소외감 느끼는']",불안,hf_kor_diary_emotion_train
오늘은 난 정신 질환으로 일을 구할 수도 새로운 일에 도전할 자신도 없어. 스스로 너무 슬프다. 난 너무 불쌍해. 아무 문제가 없었더라면 이런 고민을 하지는 않았을 텐데. 무너진 자신감 그리고 자존감이 회복되지 않아. 나 자신이 혼란스러운 것 같아. 괜찮은 척했지만 계속 가라앉는 느낌이었다.,우울,환멸을 느끼는,대인관계,aihub_diary_style_train
"사용후기 주수별로 기록하고 꾸미는 게 생각보다 태교 효과 도 좋고, 나중에 출산 후 아이 성장앨범이랑 같이 보관하기에도 좋아요.",중립,LGDX실데이터약라벨,임신/다이어리,lgdx_real_diary_weak_train
오늘 있었던 일을 떠올리면 여자 친구와 만난 지 몇 개월 되지 않았는데 갑자기 결혼 이야기를 꺼내서 당황스러웠어. 이제 삼 개월 정도 만났어. 나이도 어리고 준비된 것도 없는데 진지하게 생각하고 하는 얘기였는지 모르겠어. 순간 어떻게 반응해야 할지 몰라 머리가 하얘졌다.,불안,혼란스러운,"연애,결혼,출산",aihub_diary_style_train
"오늘 드디어 심사에 합격했어! 😄 정말 열심히 준비한 보람이 느껴져서 속이 시원해. 이젠 다음 단계로 나아갈 수 있다는 생각에 너무 신나고, 이렇게 좋은 결과를 얻게 되어 진짜 감동받았어. 앞으로도 더 열심히 해서 좋은 성과 내야지!",행복,"['속시원한', '신나는', '감동받은']",학업 성취,hf_kor_diary_emotion_v2_train
상황이 너무 빠르게 바뀌어서 정신이 없었다. 사람들 앞에서 실수한 것 같아 얼굴이 화끈거렸다. 시간이 지나도 그 장면이 계속 떠올랐다.,불안,합성,다이어리,synthetic_diary_train
오늘은 노후를 생각하면 암흑 속에 들어가는 거 같아. 아무 준비도 없이 노후를 맞이하려니 답이 안 보여서. 마음 한쪽이 무겁고 쉽게 털어지지 않았다.,우울,염세적인,"재정,은퇴,노후준비",aihub_diary_style_train
해야 할 일을 정리하고 조용히 하루를 마무리했다. 큰 감정 변화 없이 무난한 하루를 보냈다. 특별히 기억에 남는 감정은 없었다.,중립,합성,다이어리,synthetic_project_label_train
"출산을 준비하면서 오늘 드디어 첫 계약을 했다! 🥳 진짜 꿈 같고 몽글몽글한 기분이야. 계약서에 사인하는 순간, 두근거리는 심장이 느껴졌어. 이제 본격적으로 창업의 길을 걷게 된다고 생각하니 텐션이 높아져서 얼굴에 웃음이 떠나질 않아. 앞으로 더 열심히 해봐야겠다!",설렘,"['몽글몽글한', '두근거리는', '텐션 높은']",창업/사업,hf_kor_diary_emotion_v2_train
오늘 아기 고양이가 집에 온다고 해서 정말 설렜어! 😻 긴장되는 마음에 어떻게 해야 할지 몰라서 온 집안을 정리했지. 아기 고양이가 나를 좋아해주길 간절히 바라고 있어. 빨리 만나고 싶다! 이 작은 생명과 함께 하는 시간이 기대돼서 안달나 😍,설렘,"['긴장되는', '안달나는', '간절한 마음의']",반려묘,hf_kor_diary_emotion_train
오늘은 내가 어릴 때부터 다리가 불편했지만 부모님께서 너무 모든 일을 도와주려고 하셔. 신체적으로 불편한 게 나는 너무나 슬퍼. 시간이 걸리더라도 내가 스스로 어떤 일을 해결하고 싶다고 부모님께 말씀드려야겠어. 마음 한쪽이 무겁고 쉽게 털어지지 않았다.,우울,염세적인,가족관계,aihub_diary_style_train
하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
오늘 있었던 일을 떠올리면 딸의 귀가 시간 문제로 어제 말다툼이 있었어. 딸이 아직도 연락을 안 받네. 자주 있는 일들이야. 우리 가족은 서로 뒤끝이 없고 어떤 대화든지 편하게 받아들여. 딸이 불고기를 좋아하니 한정식집에 가야겠어. 작은 일인데도 마음이 많이 가벼워졌다.,안정,편안한,"대인관계(부부, 자녀)",aihub_diary_style_train
"오늘은 마트에 가서 치약을 사왔어. 별 일 없는 일상이지만, 이렇게 소소한 쇼핑이 나에게는 편안하고 좋더라. 오랜만에 가서 필요한 것들 사다 보니, 마음이 한결 가벼워진 느낌이야. 다음엔 더 필요한 것들을 리스트에 적어가야겠어.",중립,"['별 일 없는', '소소한']",마트/장보기,hf_kor_diary_emotion_train
해야 할 일은 많은데 몸과 마음이 따라주지 않았다. 오늘은 무리하지 않고 쉬어야겠다.,피로,합성,다이어리,synthetic_project_label_train
큰 문제 없이 하루가 지나가서 안도감이 들었다. 오랜만에 마음이 편안하고 차분했다. 오늘은 이 평온함을 지키고 싶다.,안정,합성,다이어리,synthetic_project_label_train
하루를 정리해보면 아내가 세상을 떠난 지 이제 막 일 년이 되어가는데 자식들은 내가 실버타운에 가길 바라나 봐. 내가 혼자 있으니깐 걱정돼서 그런 것 같지만 아무래도 은근히 상처가 돼. 우선은 주변 사람들의 의견을 들어보는 게 좋을 것 같아. 겉으로는 넘겼지만 속으로는 꽤 상처가 됐다.,우울,버려진,"건강,죽음",aihub_diary_style_train
해야 할 일은 많은데 몸과 마음이 따라주지 않았다. 잠을 자도 피곤이 풀리지 않아 무기력했다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
오늘은 특별한 일 없이 평소처럼 시간이 지나갔다. 큰 감정 변화 없이 무난한 하루를 보냈다. 그냥 평범한 하루였다고 느꼈다.,중립,합성,다이어리,synthetic_project_label_train
하루를 정리하면 처음엔 실망스러웠지만 맛있는 걸 먹고 가족을 보니 기분이 좋아졌다.,행복,감정전환,다이어리,synthetic_transition_train
계속되는 일 때문에 지치고 에너지가 바닥난 느낌이었다. 해야 할 일은 많은데 몸과 마음이 따라주지 않았다. 오늘은 무리하지 않고 쉬어야겠다.,피로,합성,다이어리,synthetic_project_label_train
해야 할 일은 많은데 몸과 마음이 따라주지 않았다. 계속되는 일 때문에 지치고 에너지가 바닥난 느낌이었다. 오늘은 무리하지 않고 쉬어야겠다.,피로,합성,다이어리,synthetic_project_label_train
오늘은 직장 동료 하나가 내가 성전환자인걸 알고 정신질환자처럼 이야기하고 있어. 너무 억울하고 슬퍼. 중세 시대도 아닌데 성전환을 정신질환으로 몰아가는 상황에 눈물만 흘러. 친한 친구들과 이야기하면서 위로 받고 대책을 세웠는데 이번에도 이야기를 해야겠어. 오늘은 유난히 혼자라는 생각이 많이 들었다.,우울,눈물이 나는,"진로,취업,직장",aihub_diary_style_train
나만 관계를 소중하게 여기는 것 같아 마음이 아팠다. 내 마음을 조금 더 지켜야겠다는 생각이 들었다.,우울,합성,다이어리,synthetic_diary_train
하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 잠을 자도 피곤이 풀리지 않아 무기력했다. 잠깐 멈추고 회복할 시간이 필요하다.,피로,합성,다이어리,synthetic_project_label_train
"오늘 내가 좋아하는 인플루언서가 내 댓글에 답글을 달아줬어! 정말 기쁜 순간이었다. 그 사람의 팬이 된 지 오래인데, 이렇게 소통할 수 있다니 뿌듯하고 감동받았어. 앞으로도 더 열심히 응원해야겠다고 다짐했어. 😊",행복,"['기쁜', '뿌듯한', '감동받은']",인정,hf_kor_diary_emotion_v2_train
사소한 말 하나에도 짜증이 올라와서 참기 어려웠다. 내 노력을 당연하게 여기는 것 같아 화가 났다. 이 감정을 그냥 넘기기는 어려웠다.,화남,합성,다이어리,synthetic_diary_train
계속되는 일 때문에 지치고 에너지가 바닥난 느낌이었다. 하루 종일 몸이 무겁고 아무것도 하고 싶지 않았다. 오늘은 무리하지 않고 쉬어야겠다.,피로,합성,다이어리,synthetic_project_label_train
"오늘 연애, 결혼, 출산와 관련해서 이런 생각이 들었다. 이번에 상견례를 하게 되었는데 예비 시부모님께서 두 분 다 친절하고 상냥하신 데다가 신세대처럼 재밌는 분들이라 너무 좋았어. 긴장하고 갔는데 너무 다행인 거 있지? 그렇게 말해주니 내가 진짜 좋은 사람이 된 듯해서 기분이 좋다. 정말 고마워. 아마 결혼 준비도 원활하게 진행될 것 같아. 덕분에 하루가 밝게 느껴졌고, 이 기분을 오래 기억하고 싶다.",안정,안도,"연애,결혼,출산",aihub_diary_style_train
긴장하거나 걱정이 많아지면 배가 단단해지는 게 느껴져서 더 불안해져요.,불안,LGDX실데이터약라벨,임신/다이어리,lgdx_real_diary_weak_train
